utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m),y_error  (m)
9/5/2025 12:00,0.921389066,1.016061652,3.545793064,1.305687891,
9/5/2025 14:00,-2.239841014,-1.996976636,1.552120149,2.248902837,
9/5/2025 16:00,-0.57610292,-0.402849182,-1.351126709,3.539315793,
9/5/2025 18:00,3.445733432,3.099001653,-4.695303034,2.764791874,
9/5/2025 20:00,3.034154851,2.862683993,-2.96770321,-3.944828262,
9/5/2025 22:00,-0.984422423,-0.855737045,0.250258381,3.314462305,
9/6/2025 0:00,-0.789052434,0.115149252,8.13076666,0.979490283,
9/6/2025 2:00,-1.538584944,-0.455759063,4.866609334,-0.699990956,
9/6/2025 4:00,4.840288095,4.753468998,-1.527394264,0.556424695,
9/6/2025 6:00,0.826502983,0.811282951,-0.75307072,0.522427481,
9/6/2025 8:00,-0.142223269,-0.167870373,0.006232766,-3.179040926,
9/6/2025 10:00,0.052855279,-0.113580305,0.019438772,-3.428939225,
9/6/2025 12:00,-4.939801153,-14.94428306,-4.85693767,-4.634100439,
9/6/2025 14:00,3.912175391,15.24969823,12.69978229,7.477469745,
9/6/2025 16:00,2.890248884,2.821442712,-0.050691614,2.379983881,
9/6/2025 18:00,1.23002591,1.303032275,-4.181735093,3.458540252,
9/6/2025 20:00,1.496998135,1.386959512,-5.309914549,-0.179841568,
9/7/2025 2:00,-4.786348879,-3.872190963,2.386659707,1.04705307,
9/7/2025 4:00,0.251952078,0.130748905,-0.092281784,0.903190974,
9/7/2025 6:00,8.244541313,5.546242166,-7.73528154,-0.357700909,
9/7/2025 8:00,0.045626942,0.065158226,0.030005701,-3.217298521,
9/7/2025 10:00,-0.250018228,0.031814422,0.038685842,-3.9195676,
9/7/2025 12:00,-1.81204012,-10.85988946,13.82902918,-2.844322616,
9/7/2025 12:04,12.88945268,20.07414323,2.527495245,3.538031991,
9/7/2025 12:24,-0.145956833,-2.594967455,1.253152081,-0.155402697,
9/7/2025 12:40,1.363465618,2.323123861,1.107356786,0.307032086,
9/7/2025 12:55,0.857263539,1.897151243,-0.01672128,0.224684554,
9/7/2025 13:10,-19.0364432,-26.74226423,-19.99295075,-5.199609475,
9/7/2025 13:25,9.674374748,23.73303942,15.1812481,9.644543871,
9/7/2025 13:40,-6.579879984,-15.09450693,-2.434633743,-5.169073005,
9/7/2025 13:55,-1.114182502,-1.413112145,-1.062462122,0.033833018,
9/7/2025 14:10,1.362598028,0.942209739,1.512143134,0.090002193,
9/7/2025 14:25,-1.919041883,-2.462292776,-3.205857717,-0.018540095,
9/7/2025 14:40,-0.635793198,-1.233301993,-1.868156075,-0.127055042,
9/7/2025 14:55,2.268557727,1.846242428,2.276962528,0.291211469,
9/7/2025 15:10,8.319573868,3.501874901,-3.963580414,-3.75670034,
9/7/2025 15:25,-0.332173094,-0.074219514,0.192359897,0.012546734,
9/7/2025 15:40,-4.059220158,0.270759042,-5.001121145,3.471503458,
9/7/2025 15:56,-1.714277264,-1.773267176,-0.613497867,0.143984082,
9/7/2025 16:11,-1.848180473,-2.061956622,0.791023776,-0.018540095,
9/7/2025 16:25,1.603761815,0.668448102,-1.47237481,-0.127055012,
9/7/2025 16:40,-1.812750213,-1.338555548,-0.661121912,0.431351911,
9/7/2025 16:56,5.103116676,3.86282862,3.330169299,-0.245370444,
9/7/2025 17:10,0.064913109,0.508408476,5.917634327,0.431351911,
9/7/2025 17:25,1.543083701,1.349762857,2.449537576,-0.189201269,
9/7/2025 17:40,7.777087234,2.059477836,3.169604971,-4.020621941,
9/7/2025 18:00,6.479322217,40.29511752,39.22767331,23.32334535,
9/7/2025 18:04,-6.852648601,-41.09577503,-31.55393848,-23.4361867,
9/7/2025 18:25,-6.829490438,-0.425544251,-8.867805865,4.475467778,
9/7/2025 18:41,2.212336145,1.079727076,0.303178969,0.16743034,
9/7/2025 18:56,3.239193134,-3.17451052,1.190130993,-4.492324029,
9/7/2025 19:10,-0.203418702,5.098094951,7.11172822,4.41765619,
9/7/2025 19:26,-0.680813964,-0.423895035,1.554887583,0.260663396,
9/7/2025 19:41,0.281656019,-0.380279429,-4.302852963,-0.189201299,
9/7/2025 19:56,-0.028985579,-0.02741506,1.084786593,0.232310165,
9/7/2025 20:11,2.893371224,3.082494229,2.490783837,0.121061651,
9/7/2025 20:26,4.112459779,4.379452273,2.951507001,0.090002193,
9/7/2025 20:41,3.416559547,4.322093938,-4.24724894,0.338118885,
9/7/2025 20:56,-10.49215941,-18.43517153,-7.882722559,-5.219783379,
9/7/2025 21:11,18.99763895,28.22897941,21.78440173,4.898084637,
9/7/2025 21:26,-12.71315253,-20.03918649,-7.614632118,-4.70337609,
9/7/2025 21:40,18.76721505,27.9170473,16.4850615,4.649940633,
9/7/2025 21:56,-19.78639976,-29.95762919,-18.88499826,-5.837091666,
9/7/2025 22:11,23.49248818,32.96438118,15.82112148,5.39486838,
9/7/2025 22:26,-0.966826789,-0.249896981,2.249278422,0.16743034,
9/7/2025 22:40,-1.139239497,-0.698137205,5.056696179,0.105256742,
9/7/2025 22:56,1.625054408,1.096855775,0.083290008,0.026181505,
9/7/2025 23:11,-1.557840765,-0.925473008,0.643293705,0.49297515,
9/7/2025 23:26,0.15866176,-0.00730525,0.215510804,0.012023686,
9/7/2025 23:41,2.508722112,2.415410932,0.520668252,0.043083144,
9/1/2025 14:00,-0.765883333,,0.434251402,-0.183988567,0.671543743
9/1/2025 15:00,-0.568186091,,0.63784356,-0.159422194,0.392190874
9/1/2025 16:00,-0.535862128,,0.723322887,0.035761103,0.17431926
9/1/2025 17:00,-0.641199774,,0.718194996,-0.077574236,-0.205228955
9/1/2025 18:00,-0.638888152,,0.475825153,0.161143483,-0.396329347
9/1/2025 19:00,-0.77436263,,0.207774427,0.13862766,-0.474094689
9/1/2025 20:00,-0.837601373,,-0.216711007,-0.060440918,-0.584908968
9/2/2025 17:00,-0.335357651,,0.674362661,-0.034781471,0.60487498
9/2/2025 18:00,-0.412536055,,0.719623885,-0.302436957,0.306909334
9/2/2025 19:00,-0.702044664,,0.676095143,-0.314214604,0.075185154
9/2/2025 20:00,-0.775892772,,0.430691566,0.475854393,-0.037073866
9/2/2025 21:00,-0.89035907,,0.154487155,0.104091569,-0.0501773
9/2/2025 22:00,-1.058336398,,-0.358076125,0.008388643,-0.200725934
9/2/2025 23:00,-0.839232033,,-0.675063701,-0.101061387,-0.254772935
9/3/2025 19:00,-0.03383898,,0.73809742,-0.353027114,0.690224383
9/3/2025 20:00,-0.331164595,,0.754296971,-0.111867706,0.460334195
9/3/2025 21:00,-0.624093685,,0.595941585,0.037838455,0.323578008
9/3/2025 22:00,-0.701466771,,0.393948879,0.234829681,0.318061659
9/3/2025 23:00,-0.831473549,,0.078566089,0.173892457,0.344608024
9/4/2025 0:00,-0.967762081,,-0.46438418,0.115396922,0.272608705
9/4/2025 1:00,-0.856967132,,-0.764487924,-0.097418698,0.126926705
9/4/2025 2:00,-0.663020635,,-0.862879188,-0.210255003,-0.150727611
9/4/2025 23:00,-0.45314458,,0.575132627,0.007187674,0.637766904
9/5/2025 0:00,-0.517121889,,0.33881541,0.313628899,0.632788374
9/5/2025 1:00,-0.656200007,,-0.022809725,0.112118632,0.738374509
9/5/2025 2:00,-0.522071518,,-0.604027957,0.102014217,0.627076853
9/5/2025 3:00,-0.692386397,,-0.794989448,-0.042943231,0.468869142
9/5/2025 4:00,-0.579470006,,-0.867343003,-0.245654497,0.072540816
9/5/2025 5:00,-0.637818535,,-0.761436984,-0.034174481,-0.19533556
9/6/2025 2:00,0.015509419,,0.168363828,0.03017576,0.791806834
9/6/2025 3:00,-0.182978673,,-0.167576488,0.089507895,0.941149336
9/6/2025 4:00,-0.425624019,,-0.642716128,0.421244199,0.899042258
9/6/2025 5:00,-0.356931278,,-0.822042739,0.187504803,0.633680437
9/6/2025 6:00,-0.615293259,,-0.848775506,-0.055961629,0.270688187
9/6/2025 7:00,-0.692854449,,-0.733184973,-0.179266626,0.059949629
9/6/2025 14:00,0.007015683,,0.457226757,0.787286953,-0.812115097
9/7/2025 6:00,0.054012448,,-0.660408268,0.116233553,0.852508137
9/7/2025 7:00,-0.10590212,,-0.831064874,-0.709572473,0.721942117
9/7/2025 8:00,-0.487995785,,-0.787376485,0.073952863,0.417763898
9/7/2025 9:00,-0.666461468,,-0.65810753,-0.017972708,0.342724778
9/7/2025 11:47,-2.270492186,,0.038751304,0.078469207,0.943558877
9/7/2025 12:00,-0.934727645,,0.565364603,1.576007273,0.215925608
9/7/2025 13:00,-0.760390978,,0.76846572,-0.04271362,0.050845519
9/7/2025 14:00,-0.494502604,,0.799759143,-0.730752601,-0.202973183
9/7/2025 15:00,-0.457619769,,0.726807801,0.232752299,-0.498454589
9/7/2025 16:00,-0.362948108,,0.422599971,0.265575346,-0.790320568
9/1/2025 14:00,-0.765883333,,0.434251402,-0.183988567,0.671543743
9/1/2025 15:00,-0.568186091,,0.63784356,-0.159422194,0.392190874
9/1/2025 16:00,-0.535862128,,0.723322887,0.035761103,0.17431926
9/1/2025 17:00,-0.641199774,,0.718194996,-0.077574236,-0.205228955
9/1/2025 18:00,-0.638888152,,0.475825153,0.161143483,-0.396329347
9/1/2025 19:00,-0.77436263,,0.207774427,0.13862766,-0.474094689
9/1/2025 20:00,-0.837601373,,-0.216711007,-0.060440918,-0.584908968
9/2/2025 17:00,-0.335357651,,0.674362661,-0.034781471,0.60487498
9/2/2025 18:00,-0.412536055,,0.719623885,-0.302436957,0.306909334
9/2/2025 19:00,-0.702044664,,0.676095143,-0.314214604,0.075185154
9/2/2025 20:00,-0.775892772,,0.430691566,0.475854393,-0.037073866
9/2/2025 21:00,-0.89035907,,0.154487155,0.104091569,-0.0501773
9/2/2025 22:00,-1.058336398,,-0.358076125,0.008388643,-0.200725934
9/2/2025 23:00,-0.839232033,,-0.675063701,-0.101061387,-0.254772935
9/3/2025 19:00,-0.03383898,,0.73809742,-0.353027114,0.690224383
9/3/2025 20:00,-0.331164595,,0.754296971,-0.111867706,0.460334195
9/3/2025 21:00,-0.624093685,,0.595941585,0.037838455,0.323578008
9/3/2025 22:00,-0.701466771,,0.393948879,0.234829681,0.318061659
9/3/2025 23:00,-0.831473549,,0.078566089,0.173892457,0.344608024
9/4/2025 0:00,-0.967762081,,-0.46438418,0.115396922,0.272608705
9/4/2025 1:00,-0.856967132,,-0.764487924,-0.097418698,0.126926705
9/4/2025 2:00,-0.663020635,,-0.862879188,-0.210255003,-0.150727611
9/4/2025 23:00,-0.45314458,,0.575132627,0.007187674,0.637766904
9/5/2025 0:00,-0.517121889,,0.33881541,0.313628899,0.632788374
9/5/2025 1:00,-0.656200007,,-0.022809725,0.112118632,0.738374509
9/5/2025 2:00,-0.522071518,,-0.604027957,0.102014217,0.627076853
9/5/2025 3:00,-0.692386397,,-0.794989448,-0.042943231,0.468869142
9/5/2025 4:00,-0.579470006,,-0.867343003,-0.245654497,0.072540816
9/5/2025 5:00,-0.637818535,,-0.761436984,-0.034174481,-0.19533556
9/6/2025 2:00,0.015509419,,0.168363828,0.03017576,0.791806834
9/6/2025 3:00,-0.182978673,,-0.167576488,0.089507895,0.941149336
9/6/2025 4:00,-0.425624019,,-0.642716128,0.421244199,0.899042258
9/6/2025 5:00,-0.356931278,,-0.822042739,0.187504803,0.633680437
9/6/2025 6:00,-0.615293259,,-0.848775506,-0.055961629,0.270688187
9/6/2025 7:00,-0.692854449,,-0.733184973,-0.179266626,0.059949629
9/6/2025 14:00,0.007015683,,0.457226757,0.787286953,-0.812115097
9/7/2025 6:00,0.054012448,,-0.660408268,0.116233553,0.852508137
9/7/2025 7:00,-0.10590212,,-0.831064874,-0.709572473,0.721942117
9/7/2025 8:00,-0.487995785,,-0.787376485,0.073952863,0.417763898
9/7/2025 12:00,-0.934727645,,0.565364603,1.576007273,0.215925608
9/7/2025 13:00,-0.760390978,,0.76846572,-0.04271362,0.050845519
9/7/2025 14:00,-0.494502604,,0.799759143,-0.730752601,-0.202973183
9/7/2025 15:00,-0.457619769,,0.726807801,0.232752299,-0.498454589
9/7/2025 16:00,-0.362948108,,0.422599971,0.265575346,-0.790320568
9/3/2025 10:11,-0.026799934,0.073631655,0.078432899,0.008539498,
9/3/2025 10:21,-0.085093127,0.038818173,0.082895838,-0.006356499,
9/3/2025 10:31,-0.098011992,0.039264336,0.114348378,0.01109373,
9/3/2025 10:41,-0.107813045,0.054687735,0.132517305,-0.006356499,
9/3/2025 10:51,-0.06251346,0.02046125,0.072510837,-0.006356499,
9/3/2025 11:01,-0.067049238,0.051798817,0.118077869,-0.006356499,
9/3/2025 11:57,-0.469946869,0.044073656,0.660201441,-0.014332238,
9/3/2025 12:01,-0.099226913,-0.029361427,0.093226715,-0.006356499,
9/3/2025 12:11,-0.047000158,-0.011954684,0.122662981,0.01109373,
9/3/2025 12:21,-0.094760614,-0.023004327,0.10518468,-0.006356499,
9/3/2025 13:20,-0.571787328,-0.114417512,0.385933068,0.090369049,
9/3/2025 13:21,-0.260877719,-0.091754563,0.16027372,0.023435466,
9/3/2025 13:31,0.034080828,-0.087099403,0.105749086,-0.014019165,
9/3/2025 13:41,-0.166154541,-0.051300939,0.06385389,0.023435466,
9/3/2025 13:51,-0.196628107,-0.07414658,0.065460388,-0.011464963,
9/3/2025 14:01,-0.165072372,-0.045122795,0.02148753,-0.011464963,
9/3/2025 14:11,-0.173809274,-0.136914536,0.086149931,-0.011464963,
9/3/2025 15:26,-1.121684754,-0.35136563,-0.251508862,-0.027904022,
9/3/2025 15:31,-0.159982871,-0.08785478,-0.057381164,-0.046365422,
9/3/2025 15:41,-0.166797161,-0.088235419,-0.064707786,-0.028915162,
9/3/2025 15:51,-0.176098157,-0.082430024,-0.122549303,-0.046365392,
9/4/2025 17:47,-0.539619543,0.409925637,0.439555116,0.03378673,
9/4/2025 17:51,-0.145059071,0.132950215,0.067882702,-0.008910731,
9/4/2025 18:01,-0.211467613,0.106881801,0.098722767,-0.026360931,
9/4/2025 18:11,-0.195682641,0.186074456,0.057213813,-0.008910731,
9/4/2025 19:15,-0.700526601,0.576058736,-0.000603687,0.03378673,
9/4/2025 19:21,-0.119074706,0.014814829,0.011466771,-0.058707128,
9/4/2025 20:35,-0.561356336,0.534204077,-0.435082704,0.007855192,
9/4/2025 20:41,-0.187609674,0.112088744,-0.189741187,-0.02123451,
9/4/2025 20:51,-0.113190185,0.030456159,-0.111615494,-0.056134909,
9/4/2025 21:59,-0.482253073,0.1169241,-0.548191147,-0.077181149,
9/4/2025 22:01,-0.137998149,0.037673879,-0.184002347,0.038778844,
9/4/2025 22:11,-0.191218025,0.019640166,-0.242282348,0.036224642,
9/4/2025 22:21,-0.117626876,0.033380453,-0.159829679,0.016220181,
9/4/2025 23:30,-0.510722465,-0.229274567,-0.723215692,0.079870827,
9/4/2025 23:31,-0.12898493,-0.07481128,-0.131789273,-0.00378428,
9/4/2025 23:41,-0.149323838,-0.086206459,-0.172971306,0.013665949,
9/4/2025 23:51,-0.244710792,-0.122379158,-0.167883614,0.013665919,
9/5/2025 23:46,0.173257452,0.935233889,-0.247954343,-0.142840284,
9/5/2025 23:51,0.014136072,0.098720933,-0.009266581,0.001324183,
9/6/2025 0:59,0.140982337,0.865999331,-0.577171501,0.025395359,
9/6/2025 1:01,0.013908878,0.134659275,-0.067289431,0.003878415,
9/6/2025 1:11,0.019546565,0.06171583,-0.067408971,0.021328644,
9/6/2025 1:21,0.059832983,0.056043431,-0.039315034,0.018774413,
9/6/2025 1:31,0.011891365,0.078088701,-0.076481938,0.036224612,
9/6/2025 1:41,0.035921536,0.085725619,-0.102250531,0.018774413,
9/6/2025 2:46,-0.167498451,0.613771463,-0.845665596,0.184572143,
9/6/2025 2:51,-0.0344739,0.048375752,-0.103029653,-0.008910731,
9/6/2025 3:01,0.019743845,0.017248999,-0.057545797,-0.008910731,
9/6/2025 3:11,-0.111109197,0.096914606,-0.133015411,-0.008910731,
9/6/2025 3:21,0.000614561,-0.004636142,-0.066873027,-0.008910731,
9/6/2025 3:31,0.02598948,0.046965871,-0.054773212,0.008539498,
9/6/2025 3:41,-0.088868253,0.112274762,-0.12737477,0.025989728,
9/6/2025 3:51,-0.059354763,0.051837355,-0.106131578,0.005985237,
9/6/2025 4:01,-0.160149522,0.103794303,-0.162567098,0.020881264,
9/6/2025 10:05,-0.563402384,-0.149780419,0.92689308,-0.062804481,
9/6/2025 10:11,-0.090801383,0.010562062,0.111598736,0.028543929,
9/6/2025 10:21,-0.074041625,0.012991324,0.054791288,0.008539498,
9/6/2025 10:31,-0.092052122,-0.030021388,0.092020241,-0.008910731,
9/6/2025 10:41,-0.171241526,-0.113054205,0.219488008,-0.028915192,
9/6/2025 10:51,-0.082829826,-0.063609958,0.077884307,-0.026360931,
9/6/2025 11:01,-0.099391954,-0.102043435,0.168740699,-0.026360931,
9/6/2025 12:14,-0.893211817,-0.735773809,0.412232958,-0.027045267,
9/6/2025 12:21,-0.064752941,-0.057521988,0.034512933,0.01109373,
9/6/2025 12:31,-0.238354216,-0.13660996,0.017611094,0.028543959,
9/6/2025 12:41,-0.119778709,-0.178298321,0.089388903,-0.006356499,
9/6/2025 12:51,-0.161650727,-0.141935518,-0.016236544,-0.006356499,
9/6/2025 13:01,-0.163398676,-0.146068916,0.014648575,-0.006356499,
9/6/2025 14:13,-0.942280035,-0.997850567,-0.456633855,-0.079395895,
9/7/2025 13:41,-0.036200721,0.092313632,0.133444638,-0.026360961,
9/7/2025 13:51,-0.08211185,0.074631248,0.103968316,-0.026360931,
9/7/2025 14:01,-0.067845948,0.076898634,0.1039284,-0.006356499,
9/7/2025 14:11,-0.041462287,0.051013362,0.137734718,0.01109373,
9/7/2025 14:21,-0.087296899,0.042560622,0.165440805,-0.006356499,
9/7/2025 14:31,-0.130934495,0.093202226,0.225417065,-0.006356499,
9/7/2025 14:41,-0.153532878,0.063890276,0.161266778,-0.00378428,
9/7/2025 14:51,-0.137262445,0.093835443,0.132474352,-0.00635647,
9/7/2025 15:01,-0.144461568,0.122471364,0.143217292,-0.006356499,
9/7/2025 15:11,-0.148846943,0.04637997,0.151511321,0.01109373,
9/7/2025 15:21,-0.230035815,0.106927201,0.18373343,0.0110937,
9/7/2025 15:31,-0.190977547,0.07539133,0.118275603,0.008539498,
9/7/2025 15:41,-0.182637148,0.058358487,0.136019353,0.025989698,
9/7/2025 15:51,-0.165731173,0.044489335,0.132015623,0.008539498,
9/7/2025 16:11,-0.408012046,0.096461339,0.186527543,0.011970533,
9/7/2025 17:21,-1.012718422,0.259928782,0.030715656,-0.010453853,
9/7/2025 17:31,-0.1636406,0.072720733,0.025637303,0.025989728,
9/7/2025 17:41,-0.208675927,0.07556681,-0.029935218,-0.011464963,
9/7/2025 17:51,-0.178968459,0.083170965,-0.018625636,-0.011464963,
9/7/2025 18:58,-0.828410534,0.13012493,-0.44777637,-0.121140406,
9/7/2025 19:01,-0.244238015,0.052564673,-0.148898173,0.008539498,
9/7/2025 19:11,-0.107488316,0.011982635,-0.112896048,0.01109373,
9/7/2025 20:05,-0.565240756,6.22e-05,-0.544015393,-0.014332268,
9/7/2025 20:11,-0.206648063,-0.001829769,-0.239932971,0.048566378,
9/7/2025 20:21,-0.142795103,-0.015222982,-0.220833858,0.048566378,
9/7/2025 20:31,-0.08177105,-0.037739679,-0.098174774,0.01109373,
9/7/2025 20:41,-0.154241551,-0.017986298,-0.243364867,0.01109373,
9/7/2025 20:51,-0.130916173,-0.060018655,-0.228665477,0.028543929,
9/7/2025 21:01,-0.163236763,-0.083755936,-0.245010105,-0.00635647,
9/7/2025 21:11,-0.052220766,-0.044118311,-0.118435729,0.025989698,
9/7/2025 21:21,-0.114157105,-0.082726426,-0.212642066,0.008539498,
9/7/2025 21:31,-0.02066721,-0.049403172,-0.150673048,0.025989698,
9/7/2025 21:41,-0.186244344,-0.136665341,-0.182066269,0.005985266,
9/7/2025 21:51,-0.123883415,-0.14812921,-0.164790332,-0.011464963,
9/8/2025 22:27,-0.147834286,0.930684999,-0.276914693,-0.02483046,
9/8/2025 22:31,0.029121075,0.032545315,0.016111329,0.016220181,
9/8/2025 22:41,-0.038042733,0.146215316,-0.056968082,-0.018680278,
9/8/2025 22:51,0.008932024,0.185868256,-0.108087491,-0.018680248,
9/8/2025 23:01,0.00496231,0.068845915,-0.106956288,-0.033576246,
9/8/2025 23:11,-0.066798825,0.168448284,-0.095453959,0.001324183,
9/9/2025 0:19,-0.232342325,0.699369419,-0.638417648,0.127971837,
9/9/2025 0:21,-0.061376698,0.082879949,-0.108932456,0.018774383,
9/9/2025 0:31,0.015138865,0.052008424,-0.094498529,0.03367041,
9/9/2025 0:45,-0.014519066,0.060737919,-0.099629695,0.016220181,
9/9/2025 0:51,-0.068383817,0.096658062,-0.136220684,0.016220151,
9/9/2025 1:01,-0.058625311,0.055791996,-0.119239857,0.03367041,
9/9/2025 1:11,-0.026879527,0.069938775,-0.113350419,-0.001230048,
9/9/2025 2:19,-0.636121493,0.165005375,-0.688271763,0.081995666,
9/9/2025 2:21,-0.029576071,0.037743051,-0.031551957,0.028543929,
9/9/2025 2:31,-0.043833781,0.007338881,-0.075683584,-0.006356499,
9/9/2025 7:17,-0.671957055,-0.13543136,0.788631305,-0.066664939,
9/9/2025 7:21,-0.027793797,-0.017494865,0.011779573,-0.011464963,
9/9/2025 7:31,-0.067524446,0.046657521,0.056111248,-0.008910701,
9/9/2025 7:41,-0.059895258,0.019597091,0.016548015,-0.008910731,
9/9/2025 7:51,-0.068491114,-0.006634057,0.082892074,-0.026360961,
9/9/2025 8:01,-0.091693243,-0.016479865,0.089440134,-0.008910701,
9/9/2025 8:11,-0.015437551,0.032966163,0.03892089,-0.008910731,
9/9/2025 8:21,-0.121701119,-0.068245493,0.170589936,-0.008910731,
9/9/2025 8:31,-0.074666684,-0.062196385,0.129781642,-0.008910731,
9/9/2025 8:41,-0.068207474,-0.079686783,0.123875941,-0.026360931,
9/9/2025 8:51,-0.070588578,-0.105716322,0.164463204,-0.008910731,
9/9/2025 9:01,-0.139956217,-0.108001102,0.167015402,0.008539498,
9/9/2025 9:11,-0.071906816,-0.140865732,0.130012425,0.008539468,
9/9/2025 9:21,-0.067492781,-0.169500746,0.15982517,0.008539498,
